Gene	log2FC	p_value
340206	2.4356	0.3609
105375055	0.0000	nan
285852	0.3888	0.8606
221438	0.0000	nan
54210	15.5593	0.2722
9436	0.0000	nan
100505711	0.0000	nan
107986538	0.0000	nan
112267957	0.0000	nan
103106903	0.0000	nan
101060264	-15.1701	0.4950
116113	-1.3318	0.0442
100616178	-17.7957	0.4950
4188	-0.9017	0.7391
7942	-1.4146	0.0580
113218489	-20.5025	0.0524
5225	0.0000	nan
10817	-1.4749	0.0182
29964	-3.1727	0.0687
100188893	0.2976	0.4620
25862	-1.2360	0.1479
9477	-0.2646	0.5573
705	-1.3155	0.0418
896	-0.3283	0.5702
105375060	0.0000	nan
105375059	2.1176	0.3862
129685	-0.8142	0.0292
647024	-1.6356	0.0325
2978	4.0329	0.2991
114841037	0.0000	nan
2979	-0.8382	0.3810
55173	0.8216	0.3799
55809	-0.6453	0.6184
105375061	-0.3943	0.7613
107986596	-2.0322	0.3683
23304	-0.6062	0.0996
5961	1.6636	0.2852
442211	-1.1960	0.3853
6903	-0.4999	0.5089
23506	-1.1721	0.0711
401261	-3.1200	0.0239
285855	-0.2771	0.4576
441150	-1.3947	0.0354
105375063	-14.8437	0.2192
171558	13.5229	0.2722
10695	0.1191	0.8088
107080644	-0.3933	0.5722
27232	-2.8106	0.0433
5190	-0.9958	0.1342
4201	-0.3342	0.5497
5528	-0.3861	0.4206
116138	0.3918	0.7580
88745	-0.0029	0.9949
9820	-0.7710	0.1999
51069	-0.1277	0.8790
89953	-0.7887	0.3370
112267958	0.2605	0.7973
5754	-0.9365	0.2479
6722	-1.0107	0.0290
23113	-1.5348	0.0319
10591	0.5999	0.2907
84630	2.3531	0.3820
105375064	0.0000	nan
10864	0.0000	nan
401262	-18.2737	0.0014
24149	-0.6755	0.2325
105375065	13.6574	0.2722
89845	-1.3289	0.0440
102466746	-17.5714	0.4950
65989	-0.2461	0.7454
107986597	-19.2195	0.1255
93643	-1.2395	0.0024
221424	-1.0269	0.3225
25844	0.1351	0.7520
9533	0.2865	0.2361
57510	0.1833	0.4690
5429	-1.1293	0.1001
54676	-0.4948	0.5783
9587	-0.2419	0.6068
221421	0.2063	0.8307
55168	0.5462	0.5484
7422	-2.1928	0.1153
105375070	0.0000	nan
107986598	-12.1509	0.4950
105375069	-14.2798	0.4950
285857	0.0000	nan
105375068	0.0000	nan
100132354	-13.7190	0.4950
105375067	14.8347	0.2722
101929705	1.8515	0.1246
221416	-12.5054	0.4950
64928	-0.2347	0.7302
55362	-0.4158	0.3976
107986599	-0.6422	0.1685
11131	0.0000	nan
105375072	0.0000	nan
101929726	0.0000	nan
2030	0.0078	0.9906
3326	1.0722	0.0119
347734	-0.3169	0.2931
100616124	-0.4822	0.6197
4794	-0.2655	0.7284
441151	-14.4218	0.3065
202500	-2.6026	0.1833
57505	-1.2546	0.1412
221409	0.6899	0.5832
988	0.1567	0.5199
100616352	0.0000	nan
105375074	-15.5317	0.3032
105375075	0.0000	nan
101929770	0.0973	0.7802
8464	-0.4347	0.3814
107986600	-2.0471	0.2296
693171	0.0000	nan
860	-0.3474	0.5099
105375077	-12.4489	0.4950
107986519	-14.4435	0.4950
53405	-0.8144	0.7184
105375078	-16.5750	0.3229
22875	-3.2788	0.2396
59084	-1.5652	0.0428
105375079	-2.6181	0.1777
10231	-2.5010	0.0925
101926915	17.3129	0.2075
101926898	-13.4414	0.4950
51302	-4.7325	0.0931
9481	-2.8329	0.0005
101926934	-2.5227	0.1225
221400	-4.6683	0.0270
7941	-2.2027	0.0840
100287718	0.0000	nan
4224	0.0000	nan
221395	-18.0856	0.2609
101926962	0.0000	nan
105375080	0.0000	nan
266977	-13.6466	0.4950
105375081	-13.1738	0.4950
27242	0.2926	0.8079
105375082	0.0000	nan
23607	1.0386	0.5042
222611	0.0000	nan
221393	0.0000	nan
221391	-12.8470	0.4950
107986601	0.0000	nan
442213	-2.2753	0.1673
107986602	0.0000	nan
4594	0.0812	0.8696
55166	0.3883	0.6761
389396	0.0000	nan
135398	1.9027	0.4150
6005	0.0000	nan
7180	0.0000	nan
10321	0.0000	nan
5232	0.0000	nan
101927020	0.0000	nan
101927048	0.0000	nan
167	0.0000	nan
245928	0.0000	nan
245927	0.0000	nan
245913	0.0000	nan
245915	0.0000	nan
100505985	0.0000	nan
83741	3.5234	0.3125
105375084	0.0000	nan
7021	-11.0996	0.4950
105375085	0.0000	nan
5314	14.3071	0.2722
101927082	0.0000	nan
105375087	0.0000	nan
406989	0.0000	nan
101154644	0.0000	nan
442890	0.0000	nan
3605	0.0000	nan
102724327	0.0000	nan
112744	0.0000	nan
4172	0.3856	0.0798
85315	0.8203	0.3579
114327	-1.2536	0.1408
9697	0.1094	0.8889
107986603	-0.3829	0.8127
401264	0.0744	0.7442
730101	0.0134	0.9922
28978	1.7264	0.3668
730152	0.0000	nan
2939	17.2047	0.2722
2938	2.0622	0.3961
221357	0.0000	nan
105375091	-0.5187	0.3543
2940	-13.5234	0.4950
2941	-0.2450	0.6099
125050	0.4920	0.7329
22858	-0.9758	0.3070
26268	-0.9386	0.0247
8521	0.3738	0.8662
60481	0.1254	0.8677
100847075	-20.8240	0.3580
647190	-14.4213	0.1082
107986604	0.0000	nan
2729	-1.8513	0.0075
105375095	-16.9908	0.2418
101927136	2.7109	0.3521
101927171	0.0000	nan
401265	16.0113	0.2722
55227	-0.2006	0.7299
101927189	2.1783	0.3801
100874282	0.0000	nan
90523	0.3733	0.8663
100873951	0.0000	nan
105375097	3.4755	0.3141
105375098	0.0000	nan
27283	0.0000	nan
107986605	0.0000	nan
107986606	2.1658	0.3936
222584	-13.7767	0.2315
3062	-0.2886	0.9070
389400	0.0000	nan
54511	0.0000	nan
653	0.0000	nan
107986539	0.0000	nan
105375100	0.0000	nan
81578	-2.2491	0.3394
667	-0.4585	0.6973
101930010	-2.1919	0.0409
221336	-0.2533	0.5997
57691	-0.1970	0.8576
26036	-0.7150	0.2691
101927211	-1.9365	0.2845
9532	0.3778	0.6993
51715	0.0865	0.9282
100506188	0.9401	0.2086
5558	0.4293	0.5883
100422884	20.8311	0.2722
105375103	-18.1004	0.1276
100189249	0.0000	nan
105375102	0.0170	0.9942
107986679	0.0000	nan
105375101	-14.2204	0.2192
100189085	0.0000	nan
101927268	-5.1398	0.0541
375513	-1.9078	0.0965
106660613	-1.7182	0.0419
106660612	-1.3898	0.0345
101927293	-0.6333	0.2774
202559	14.8510	0.1979
100463487	-0.9082	0.5861
51557	-1.5238	0.0480
7803	0.8769	0.5152
23469	-0.2932	0.4478
346007	-0.6505	0.5277
112935969	-15.5477	0.2261
105377836	0.0000	nan
107986608	0.0000	nan
105377837	0.0000	nan
107986607	0.0000	nan
441155	-1.0171	0.1314
442229	-1.8688	0.0811
105377838	0.0000	nan
105377840	0.0000	nan
105377839	0.0000	nan
105377841	0.0000	nan
107986540	-14.5851	0.4950
105377843	0.0000	nan
105377842	17.4375	0.2722
105377845	0.0000	nan
107986610	0.0000	nan
105377844	0.0000	nan
102723883	0.0000	nan
105377846	0.0000	nan
101928280	0.0000	nan
101928307	0.0000	nan
577	-0.7131	0.7942
55788	-1.5641	0.0393
1310	3.1274	0.2674
1297	0.0000	nan
105377848	17.7230	0.2722
105377847	0.0000	nan
101928353	0.0000	nan
105377849	-16.9571	0.2691
57579	-0.5209	0.5650
135154	-1.4538	0.0649
60682	-0.3486	0.0809
135152	-0.2892	0.2478
105377850	0.0000	nan
79627	-1.3228	0.3569
407032	-2.2419	0.1039
407029	0.0000	nan
79940	-1.9762	0.2261
102724000	0.7281	0.6697
105377853	-15.7287	0.4950
22999	-2.7531	0.1622
107986611	3.3887	0.3172
112267960	1.5649	0.3373
56479	2.6565	0.3129
100507381	1.9590	0.4298
107984120	1.7057	0.4326
105377855	0.0000	nan
112267959	0.0000	nan
100423005	0.0000	nan
100873997	0.0000	nan
100129128	0.1771	0.8421
80759	-0.6286	0.0826
112267961	-0.9575	0.0146
340168	0.0000	nan
154288	-13.8570	0.4950
441161	-17.0297	0.2691
55510	0.1046	0.9461
115004	0.2816	0.4810
25821	-0.4003	0.0656
1915	0.1477	0.8971
26503	-0.2427	0.7572
101928489	-1.4536	0.1803
135228	0.3594	0.7686
101928516	-1.4976	0.5727
105377858	-0.2419	0.7926
1303	-2.6333	0.0068
109623475	-1.2565	0.3470
1347	0.2749	0.6793
55754	-0.6665	0.5172
100506804	-1.1654	0.2550
27145	0.5585	0.6546
101928540	0.0000	nan
100616389	0.0000	nan
26054	-0.6039	0.3980
4646	-1.1344	0.3606
3617	-0.4652	0.4400
105377860	-14.6777	0.4950
105377861	-0.5940	0.7780
105377862	-2.0142	0.3903
101928570	-2.8867	0.2219
105377864	-16.9549	0.4192
3351	-4.0413	0.4487
101928601	0.8605	0.6080
105377865	-1.4917	0.1633
113218491	0.0000	nan
107986613	-0.2903	0.8439
134728	0.6587	0.2784
55023	-0.2833	0.7735
9324	-0.1928	0.6931
100288198	-0.6712	0.3234
80078	0.0000	nan
100506851	0.4806	0.2442
105377867	-16.0910	0.3230
167691	-0.6178	0.5409
112267857	-1.4724	0.1193
83699	-1.9226	0.0820
89758	0.0000	nan
107986614	0.0000	nan
6785	-0.0203	0.9841
7272	3.2441	0.2889
594	-0.0796	0.9216
112267962	0.7463	0.7313
105377869	-2.2781	0.0459
105377871	0.1529	0.8447
105377872	0.9050	0.0662
55603	0.8349	0.3770
105377873	-17.2185	0.3087
101928770	0.0000	nan
102724168	-2.5986	0.2921
107986617	3.4516	0.0665
25998	0.2139	0.8422
105377874	-15.8485	0.4950
105377875	-22.0874	0.1019
7162	-1.2372	0.1611
105377876	-15.7050	0.3292
105377877	1.3885	0.5389
90025	-0.0920	0.8439
23033	-0.7509	0.1841
5238	-0.3930	0.4477
112611	-1.1688	0.0274
4199	-1.0132	0.2303
167681	-7.7314	0.4811
9892	1.3735	0.5426
105377879	0.0000	nan
134701	-16.2817	0.4950
51167	-1.1805	0.0474
107986618	18.5311	0.2722
112609	-1.0788	0.6326
22832	-1.0847	0.0459
107986621	-15.8121	0.4950
107986620	0.0000	nan
107986619	2.7461	0.3497
105377880	-16.8683	0.2277
9096	-1.3818	0.1269
102724201	-18.2697	0.0284
105377881	0.0000	nan
101928820	-2.7892	0.1874
4907	0.6294	0.5814
57231	-0.6046	0.4372
10492	0.5069	0.6513
387066	0.3054	0.8380
26799	-1.1799	0.3611
692088	-0.7689	0.5282
107986622	-17.3969	0.0524
101928842	0.3597	0.7968
107986532	-0.8998	0.1605
3354	0.0000	nan
112267964	0.0000	nan
1081	0.0000	nan
23036	-0.7519	0.3649
375519	-14.6847	0.4950
57150	-0.5404	0.3708
206412	-0.0151	0.9693
63914	-3.4067	0.0353
154313	0.1316	0.8866
10559	-0.8423	0.1241
57038	0.0811	0.2832
23595	0.2236	0.5934
55122	-0.6915	0.0124
101928911	0.0000	nan
105377882	0.0000	nan
107986541	0.0000	nan
81833	0.0000	nan
1268	0.0000	nan
105377884	-12.7877	0.4950
105377885	-11.1100	0.4950
101928936	0.0000	nan
8732	-0.3025	0.6720
10957	-0.7114	0.0766
135293	-0.3227	0.7750
135295	-1.1882	0.1912
101929004	-1.7262	0.4173
2569	0.0000	nan
2570	-3.2108	0.0761
51465	0.3004	0.6740
58528	0.5263	0.6390
22881	-2.5896	0.1452
105377889	0.0000	nan
105377887	-4.5514	0.1345
57226	0.2207	0.6960
101929057	-2.0714	0.1289
23195	-1.3073	0.1430
9994	-0.4188	0.6438
84694	0.0000	nan
60468	-0.9346	0.5038
105377890	0.0000	nan
105377891	14.3827	0.2722
100616109	0.0000	nan
6885	-0.8686	0.0559
107986623	0.0000	nan
105377893	0.0000	nan
107986624	0.0000	nan
100616174	0.0000	nan
101929083	0.0000	nan
105377894	0.0000	nan
107986625	-16.8566	0.2261
105377896	2.8036	0.3444
102724665	0.0000	nan
107986533	1.7112	0.4704
105377897	0.0000	nan
2045	-12.9183	0.1083
105377899	0.0000	nan
643432	3.6955	0.3073
105377901	0.0000	nan
101927288	-1.2830	0.1806
79694	0.6907	0.6288
107986543	0.0000	nan
107986626	0.0000	nan
10690	0.0000	nan
105377905	15.0096	0.2722
100861530	0.3475	0.7985
23376	0.4925	0.6763
9457	0.0000	nan
105377908	-14.1328	0.4950
81491	-1.5000	0.3894
29078	-0.4390	0.2826
114792	2.0769	0.3542
253714	1.0668	0.4657
101927314	3.8239	0.3039
105377909	0.0000	nan
107986627	0.0000	nan
100302164	0.0000	nan
105377910	0.0000	nan
105447646	0.0000	nan
5454	0.8952	0.2157
26235	-0.7316	0.2044
100616347	0.0000	nan
84553	0.1032	0.8655
51805	0.4528	0.5120
25957	-0.8551	0.1388
101927365	-2.1116	0.0364
100130890	-0.9010	0.1408
85015	-0.0385	0.9655
892	0.2625	0.6958
59336	-12.2301	0.4950
84539	0.3437	0.8365
728012	0.0000	nan
105377911	-1.0049	0.4172
6492	-3.0338	0.2352
102724406	-2.2542	0.4296
10973	-0.1747	0.8247
107984041	-1.4936	0.4147
2898	-3.6631	0.2934
101927388	0.0000	nan
105377913	0.0000	nan
105377916	0.0000	nan
105377917	0.0000	nan
102724443	0.0000	nan
105377918	0.3738	0.8661
57531	-0.4807	0.5182
100113403	0.0000	nan
389421	-15.3057	0.4950
11149	-0.2051	0.8021
154442	-0.8430	0.3249
64208	0.5687	0.2680
105377920	-1.3450	0.0947
5550	-0.7400	0.0319
105377921	0.7854	0.2099
105377922	15.2260	0.2722
105377923	-13.3559	0.4950
639	0.7730	0.4035
9474	-0.2872	0.4354
202	0.1621	0.8573
105377924	0.0000	nan
101927405	2.9382	0.3378
84816	-0.1197	0.2921
55278	0.1223	0.7705
105377926	0.0000	nan
105377927	0.0000	nan
100422737	0.0000	nan
693172	0.0000	nan
105377928	0.0000	nan
100133941	7.9413	0.2738
51250	0.1372	0.1514
57673	-0.1073	0.7300
57107	-0.0931	0.8804
55084	0.5744	0.6581
256380	0.0000	nan
11231	-0.2990	0.6020
105377929	-3.5061	0.0408
28962	-0.4761	0.5724
100287366	0.0000	nan
7101	-13.9574	0.3065
8724	-0.3662	0.1958
246269	-0.3623	0.4683
105377932	-13.7866	0.4950
2309	-0.5191	0.2432
107986629	0.0000	nan
387111	-17.5598	0.2646
84071	-1.5344	0.0006
101929716	-18.9677	0.0274
27244	-1.1592	0.0226
285753	0.2269	0.7778
221262	-0.9355	0.1881
101927538	-15.4615	0.1243
8763	1.3491	0.4604
285755	-0.6264	0.1150
6610	0.5188	0.6625
64780	-0.7380	0.2422
9841	0.0882	0.8885
105377935	-17.3764	0.1581
221264	-0.5922	0.0931
9896	-0.3697	0.0611
107986630	-18.4664	0.1761
2830	0.0000	nan
107986631	0.0000	nan
8936	-0.6463	0.1970
51362	-0.3639	0.3089
728464	-1.8975	0.0076
105377937	-0.1104	0.8123
102724586	-1.4642	0.5080
8528	-0.5127	0.6065
105377936	0.0000	nan
85413	-12.3928	0.4950
105377938	19.7667	0.2722
105377940	2.9380	0.3301
105377939	0.0000	nan
105377941	0.0000	nan
23097	-0.8829	0.1978
262	0.1187	0.9175
109616968	0.0000	nan
112495	0.6703	0.0149
84154	0.1038	0.7991
442245	-0.8345	0.1631
117247	4.1863	0.2961
109623478	0.0000	nan
107986521	0.0000	nan
91749	-1.3447	0.0371
5980	-0.4587	0.5472
643749	-0.8568	0.0335
107986522	1.6963	0.4732
10758	0.5538	0.3551
105377944	0.3739	0.8661
2534	-0.6730	0.2762
105377945	-0.8259	0.1617
102724646	-0.9891	0.2337
105377946	13.7603	0.2722
105377947	-13.6379	0.4950
8838	0.2659	0.7802
51175	-0.8138	0.1674
619208	-0.0267	0.9765
3910	-1.4211	0.1461
107986633	-1.6683	0.1178
101927640	-16.1464	0.4950
107986632	-1.2857	0.5142
442247	-25.7278	0.4892
101927664	0.0000	nan
105377949	-14.6482	0.4950
107986634	-17.4129	0.4950
105377950	-14.8016	0.2418
107986635	-17.1142	0.3033
105377951	-16.1032	0.3552
107986636	-19.5825	0.2537
105377952	18.9700	0.2722
105377956	0.0000	nan
105377953	1.6931	0.4367
105377955	0.0000	nan
107986637	-1.5128	0.1218
105377957	-17.9341	0.3486
101927686	-20.7060	0.0494
4082	-0.3079	0.5527
285758	-2.0763	0.3201
285759	-2.6970	0.1230
3066	0.3612	0.5632
101927768	-2.0432	0.1094
222537	-2.2825	0.3128
107986638	-15.1740	0.4950
105377959	0.0000	nan
107986639	-15.8981	0.4950
105377960	0.0000	nan
105377961	-14.2550	0.4950
105377962	0.0000	nan
2444	-1.3617	0.1940
728402	-0.4906	0.5669
221294	-0.5362	0.2257
1300	-4.5978	0.3066
23270	-0.9266	0.1652
29940	-1.3697	0.0273
112267965	-0.9783	0.3385
7259	-0.3835	0.5640
100287467	-1.5312	0.0717
441168	0.6815	0.6509
100128327	-4.4190	0.4369
254228	-0.7877	0.2406
221301	-16.4956	0.4116
51389	-0.0402	0.9017
345895	-0.7029	0.5779
221302	-0.7508	0.1935
3841	-1.3989	0.0808
221303	1.9618	0.4051
105377963	16.3312	0.2722
222545	0.0000	nan
222546	-0.5683	0.8293
105377964	0.0000	nan
245806	0.0000	nan
6098	0.1544	0.9025
285761	-0.2379	0.7389
57120	-0.1016	0.9193
101927919	1.4775	0.4815
116150	1.5509	0.4171
222553	-14.8043	0.3552
105377967	0.0000	nan
107986523	-13.4488	0.2418
387119	-0.1814	0.8646
105377971	-2.3283	0.0430
23629	0.0405	0.9731
5350	-1.4568	0.6378
107986524	-14.1978	0.2192
100287632	-15.3977	0.4950
254394	-1.1018	0.0656
25842	1.1908	0.3694
79632	-2.9271	0.2565
693128	0.0000	nan
4121	-0.3096	0.7321
107986526	2.0771	0.0918
285762	3.9735	0.3004
105377973	-14.8828	0.0313
107986525	-2.4815	0.1737
105377975	-2.6911	0.1623
105377972	0.0000	nan
100422951	0.0000	nan
105377977	0.0000	nan
221322	-0.9247	0.2671
2697	-0.5970	0.5976
105377979	-3.0654	0.3686
105377978	-18.6279	0.0524
3298	-0.9107	0.1408
57515	-0.0225	0.9765
5570	-1.3392	0.2682
112267966	0.0000	nan
2173	0.0000	nan
10924	-1.1484	0.1405
134829	0.0000	nan
10345	3.0678	0.3309
105377984	0.0000	nan
101927990	0.0000	nan
105377982	15.6368	0.2722
105377981	0.0000	nan
154215	0.3469	0.8362
7955	-1.8298	0.0719
154214	-1.1619	0.1653
7164	-1.2729	0.5310
100126584	-16.1857	0.3066
51020	0.4370	0.3875
107986640	0.0000	nan
102723341	0.0000	nan
105377986	0.0000	nan
643623	0.0000	nan
23493	-14.0466	0.3828
100189269	21.5182	0.2722
135112	-1.0500	0.0110
104355145	-14.9210	0.4950
135114	0.0307	0.9667
60487	-0.5820	0.1603
101928096	0.4100	0.7700
387103	1.7964	0.1568
693173	0.0000	nan
105377992	-13.8950	0.1898
105377993	1.5856	0.4535
105377991	3.1082	0.2722
105377989	1.4306	0.1380
84870	1.2903	0.3895
112267972	-2.5801	0.2844
81847	-0.3987	0.5237
55862	0.0263	0.9721
105377994	-1.0362	0.4025
107986641	0.7606	0.2354
387104	0.6611	0.6132
9729	0.8519	0.5672
107986642	0.4142	0.7624
352999	-17.4010	0.1236
105377995	0.0000	nan
105377996	-15.7544	0.2192
105377997	0.0000	nan
112267973	0.0000	nan
387357	-0.5092	0.6710
5796	-1.9742	0.0024
101928140	-1.8318	0.0070
105377998	0.0000	nan
3908	-1.1688	0.1994
102723409	-3.0780	0.0025
93663	-1.2609	0.3282
253582	1.7103	0.4706
105377999	0.0000	nan
84456	-1.1767	0.0986
105378000	2.9560	0.3294
154075	-2.4111	0.0680
112267974	0.0000	nan
114801	1.3275	0.4354
105378002	0.0000	nan
105378003	0.0000	nan
100507203	-15.3883	0.3066
2037	-0.8285	0.4289
105378004	0.0000	nan
102723445	-14.5204	0.4950
9465	-0.5441	0.5791
107986643	0.0000	nan
105378005	0.0000	nan
383	-15.9202	0.2192
9439	-0.3100	0.6599
5169	-0.9056	0.6320
79541	-1.4816	0.1764
643854	-0.6801	0.0903
100616455	0.0000	nan
5167	2.5634	0.3226
1490	0.9181	0.5507
100616191	0.0000	nan
100507254	-2.7724	0.3431
26002	-0.6385	0.6794
8417	-0.3987	0.4727
134860	0.0000	nan
83551	0.0000	nan
319100	0.0000	nan
9038	0.0000	nan
9288	0.0000	nan
9287	0.0000	nan
134864	0.0000	nan
8876	-2.9498	0.2937
55350	18.3671	0.2722
8875	1.5528	0.2390
116843	0.0204	0.9740
107986644	-1.3023	0.1897
6206	-0.1416	0.8873
594837	-1.2413	0.2163
594838	-22.9445	0.0548
594839	0.5328	0.7281
105378008	-14.5058	0.4950
285735	0.0000	nan
2070	-4.2039	0.2682
100507308	-1.9334	0.2851
154089	0.0000	nan
6943	-0.5693	0.6636
9519	-0.0235	0.9704
154091	-1.1389	0.1537
387065	15.7100	0.2722
6446	-1.3059	0.3975
107986646	-16.3870	0.4950
105378009	-14.6790	0.4950
101928231	-0.0278	0.9882
154092	-16.7753	0.2269
101928304	-17.9443	0.4395
101928277	-16.8863	0.0502
64577	0.4920	0.7613
10767	-0.0714	0.8589
100500880	2.7461	0.3497
105378010	0.0000	nan
4602	-14.2971	0.0502
105378011	0.0000	nan
693126	0.0000	nan
54806	-0.4297	0.5461
100131814	-18.3222	0.0068
105378013	-15.6635	0.4950
105378012	0.0000	nan
101928326	0.0000	nan
27115	0.1128	0.9146
101928373	2.1559	0.2415
644135	17.5545	0.2722
113115	2.3793	0.2696
9774	0.1230	0.8992
9053	-2.0078	0.3447
4217	-0.0529	0.9355
101928461	0.7464	0.7312
101928429	0.0000	nan
5191	-0.2955	0.4293
340146	-13.6637	0.2192
100294720	0.0000	nan
53832	-2.9531	0.0971
116379	0.0000	nan
3459	-0.7535	0.2557
105378017	0.0000	nan
107986544	16.1105	0.2722
102723633	-13.4970	0.4950
167826	0.0000	nan
102723649	0.0000	nan
105378018	0.0000	nan
100507406	18.1862	0.2722
100130476	0.9380	0.2875
107986649	0.9534	0.5574
7128	0.4575	0.3761
105378020	-14.7077	0.4950
107986545	0.0000	nan
105378021	-15.6653	0.4950
64065	-1.0978	0.3322
57221	-4.1047	0.0564
59351	0.0000	nan
110806279	14.9472	0.2722
23593	-0.5371	0.3758
57224	0.0728	0.8867
100423001	20.2285	0.2722
441172	-0.7189	0.6187
100507462	1.6193	0.3917
25901	-0.4213	0.5693
345930	0.5661	0.4582
107986650	0.9155	0.2728
85021	0.2078	0.2378
58527	0.2330	0.5390
51696	-1.5584	0.0072
167838	-2.8008	0.0942
102723690	0.0000	nan
10370	-0.0112	0.9870
107986651	2.2960	0.3879
645434	2.7196	0.3440
105378023	-15.3550	0.3587
105378024	-2.5638	0.1628
100132735	-4.6197	0.0668
100507477	-2.5915	0.1781
103352541	-16.6878	0.2192
107986652	0.0000	nan
105378025	0.0000	nan
100500879	0.0000	nan
105378027	-3.9830	0.0949
105378026	-1.1265	0.3266
100616180	0.0000	nan
107986653	-16.0102	0.4950
102723724	-0.3687	0.7239
105378029	-2.1104	0.1470
105378030	-3.9450	0.4585
105378031	1.5220	0.2712
107986654	0.0000	nan
4829	-0.3255	0.7984
100126572	0.0000	nan
51534	0.1284	0.8470
105378032	0.0000	nan
57211	0.1659	0.8073
153910	-13.9073	0.4950
3097	-0.8376	0.3782
107986655	-1.2559	0.1631
100507489	-1.8495	0.0822
51390	0.2422	0.6230
107986656	1.6531	0.4357
134637	0.0115	0.9918
8504	-0.4884	0.3098
2519	0.0273	0.9302
105378035	-3.8273	0.0516
285740	14.1221	0.2722
9749	-0.1070	0.8947
84946	0.4700	0.5345
153918	-18.5690	0.1815
5325	-0.2255	0.7817
57061	-0.5263	0.6146
83443	0.2682	0.7903
105378036	-13.5865	0.4950
8676	-0.2832	0.7233
100189313	0.0000	nan
7402	-0.3215	0.7462
106635530	0.0000	nan
100189422	0.0000	nan
7957	-1.0797	0.0357
100507557	-1.0119	0.2559
105378039	-0.3997	0.7025
84085	0.1198	0.9100
257218	-1.3470	0.0556
2911	-1.7190	0.4267
10981	-0.3145	0.6540
101928661	0.0000	nan
79747	-11.4639	0.4950
105378041	0.0000	nan
105378040	16.6474	0.2722
729176	1.0192	0.5337
729178	-0.9933	0.0496
106182249	0.0000	nan
134957	-0.8780	0.0922
105378043	0.0000	nan
389432	-4.3348	0.2956
105378044	0.0000	nan
23328	-0.3061	0.6838
10090	-0.4030	0.1241
107986659	-2.4592	0.3599
100128176	0.2298	0.6857
105378047	1.2069	0.5299
105378046	-0.0655	0.9639
23118	-1.1511	0.1203
105378049	17.6279	0.2722
387082	0.7477	0.1957
340152	-2.2304	0.0305
85313	0.2059	0.7994
116254	-0.4229	0.4196
645958	-0.2343	0.7846
11104	-0.2537	0.5778
9113	-0.4595	0.5492
105378050	3.1865	0.3254
645967	-1.7271	0.1373
348995	0.0494	0.9508
5110	0.5884	0.5293
107986660	-0.3642	0.5251
84918	-0.1927	0.7757
100652739	-0.6649	0.5040
135250	-0.1203	0.8720
353091	-0.6030	0.3052
105378052	-17.8376	0.1438
80328	-0.3486	0.3558
80329	-0.8137	0.3814
646024	-1.0123	0.5354
154064	-0.3414	0.7468
79465	1.5060	0.1878
81706	-1.0203	0.2572
105378054	16.1084	0.2722
389434	11.0668	0.2722
57480	-4.0789	0.0850
25902	-0.8214	0.0836
113219461	-19.7948	0.3886
102723831	17.6093	0.2722
9590	0.9086	0.2918
57621	-1.1295	0.1079
55005	0.6755	0.1249
79624	-0.2325	0.7440
80129	-1.7082	0.1944
107986528	-13.9638	0.4950
2099	-2.9783	0.0083
107986529	-19.8315	0.0115
23345	-1.9361	0.1720
100505475	-3.8078	0.1287
105378061	0.0000	nan
80177	1.7105	0.4705
7432	-16.5633	0.4329
105378065	0.0000	nan
26271	1.0327	0.4047
54516	0.3390	0.6410
26575	0.1697	0.8186
105378066	0.0000	nan
107986661	0.0000	nan
4988	4.3860	0.2926
26034	0.5234	0.3680
105378067	-12.4954	0.4950
154043	-0.8825	0.3274
101928868	0.4283	0.7695
22828	-0.4705	0.3147
100422821	0.0000	nan
26230	-0.5851	0.0932
51106	0.6655	0.3091
49861	-2.2914	0.1706
50508	0.0000	nan
105378068	0.0000	nan
105378069	0.0000	nan
105378072	0.0000	nan
101928923	0.0000	nan
100302259	0.0000	nan
105378071	0.0000	nan
107986662	0.0000	nan
109617011	0.0000	nan
105378073	0.0000	nan
57492	-1.2683	0.0087
115308161	-2.5591	0.0742
100616154	0.0000	nan
105378075	-1.9189	0.0262
729515	-0.2709	0.1066
112267967	-2.0905	0.0253
105378076	0.0000	nan
79683	-1.5375	0.3588
100500899	0.0000	nan
105378077	-3.3575	0.2744
107986663	-11.9817	0.4950
51429	-0.5082	0.0266
105378078	-1.8837	0.5168
8871	0.6056	0.5431
100874300	-15.6486	0.4950
84947	-2.3538	0.1123
404672	-0.2518	0.5540
56995	-0.7715	0.0542
109623462	0.0000	nan
57583	-0.7389	0.2992
102465694	-3.8349	0.2871
6993	0.4489	0.3912
94120	1.4518	0.0688
100500851	2.7280	0.0013
7430	0.1547	0.7675
101409257	-0.8778	0.2365
202459	-0.8875	0.3744
100130967	2.9097	0.2709
83861	-0.5052	0.5652
105378083	-1.9613	0.0659
117289	-1.2397	0.2216
107986664	0.7288	0.6694
112267968	15.2071	0.2722
101929122	-2.0687	0.2655
84624	-1.2792	0.3222
105378084	-14.1269	0.4950
102724053	0.0000	nan
101929142	-13.8232	0.2277
105378085	2.1378	0.3790
6648	0.7985	0.5747
9589	0.0494	0.9365
100129518	-0.0671	0.9507
39	1.0414	0.3881
6950	0.9672	0.2794
677806	-2.2432	0.1091
