Gene	log2FC	p_value
105369377	0.0000	nan
406931	0.0000	nan
105369379	1.6930	0.4367
116985	-1.7403	0.1000
100506020	-3.5315	0.0015
10809	0.3128	0.7811
100616410	0.0000	nan
105369380	-1.4900	0.1120
107984421	-1.7609	0.0025
89849	-1.3563	0.0849
9873	-1.0497	0.2813
105369381	-14.6827	0.1419
5029	-15.6986	0.2430
105369382	0.0000	nan
5031	-0.9434	0.5960
9828	-2.4051	0.0160
100287837	-3.7619	0.0390
84957	-0.5975	0.1602
23201	-1.0086	0.0864
58473	-4.7617	0.2800
5870	1.1753	0.4460
51642	-0.3958	0.3289
51287	0.0621	0.9308
80227	-0.1739	0.5086
374407	-2.3470	0.3543
7351	2.1059	0.1227
7352	-3.3036	0.1780
26005	-1.9509	0.3828
51400	-0.5701	0.3886
105369383	0.7126	0.1872
283208	0.0162	0.9898
101928580	-0.9613	0.4830
112268078	-14.3556	0.4950
283209	-1.4029	0.5371
100616215	0.0000	nan
10008	-0.1983	0.8804
387787	-0.2601	0.4966
100287896	-1.0406	0.2504
105369386	0.0000	nan
10714	-0.0250	0.9517
25884	-0.8692	0.6947
100616402	0.0000	nan
254225	-0.6881	0.1434
143570	-0.5466	0.3752
107984352	-14.4654	0.2691
9789	-0.5106	0.3147
10825	0.1240	0.8133
341152	15.6523	0.2722
107984358	19.2535	0.2722
11309	0.0000	nan
105369388	13.2063	0.2722
100507050	-13.9198	0.2691
408	-1.7636	0.4309
442900	0.0000	nan
6188	0.9512	0.4905
6079	-20.8621	0.0777
114599	2.5934	0.3487
283212	0.5181	0.6231
81544	-1.6860	0.0383
105369389	-14.4645	0.2684
871	-0.4871	0.6540
105369391	-1.3461	0.1957
4135	-1.6417	0.0593
105369392	0.0000	nan
80168	0.0000	nan
105369393	0.0000	nan
283214	15.9959	0.2722
84649	1.7310	0.3566
100506113	-16.9129	0.0502
7405	-0.6976	0.0633
7481	-0.4464	0.7039
112268079	0.2596	0.8724
107984359	-13.9364	0.4950
100189072	0.0000	nan
100189224	0.0000	nan
105369395	0.0000	nan
5612	-0.2300	0.7333
100506127	-0.9599	0.2472
56946	-0.8198	0.0653
101928813	-0.2128	0.8897
2615	-1.2402	0.2160
107984360	-1.8708	0.0647
390226	0.0000	nan
105369397	-14.5911	0.4950
25987	-0.6994	0.2934
101928837	-0.8950	0.3454
55331	-0.3818	0.7108
192134	0.0000	nan
105369399	0.0000	nan
105369400	0.0000	nan
726	-0.7288	0.3811
4975	-18.5773	0.1581
4647	-12.9007	0.1082
220032	-14.6753	0.3802
5058	-0.0500	0.9093
646029	-16.9899	0.3586
282679	-1.3934	0.2070
1207	-0.0436	0.8799
107984369	0.0000	nan
51773	-0.6325	0.3475
28971	0.0306	0.8641
92105	0.0145	0.9669
100532726	0.2240	0.6014
65987	0.2390	0.8511
7069	-16.1317	0.0502
4718	-0.1007	0.8244
105369401	-0.8364	0.5675
79053	0.8832	0.4079
100289388	-1.0569	0.0585
283219	-0.2192	0.3425
57558	-1.9924	0.0029
9846	-1.1694	0.0236
105369402	-1.4546	0.5126
101928865	-17.5018	0.2418
79731	-0.5724	0.0631
105369403	1.3556	0.2818
101928896	0.0000	nan
26011	0.2557	0.8264
100126333	0.7287	0.6694
100847000	0.0000	nan
105369405	17.6519	0.2722
107984424	-12.6738	0.4950
105369406	0.0000	nan
105369408	-15.6545	0.3065
105369409	0.0000	nan
101928944	0.0000	nan
101928989	0.0000	nan
100422823	0.0000	nan
107984423	0.0000	nan
105369410	0.0000	nan
220382	-13.4865	0.4950
105369413	-13.5676	0.4950
5547	-0.8649	0.0507
220042	3.0437	0.2857
27314	-0.3820	0.5724
100379250	0.0000	nan
100506233	-0.2475	0.6827
51585	-0.4628	0.4949
100506282	-0.8399	0.2027
106736475	-0.3495	0.7375
338699	-0.5369	0.2732
60492	-0.0766	0.8995
105369420	-13.6451	0.4950
1740	-1.8780	0.3250
107984425	1.1377	0.5534
101929043	-11.0407	0.2192
105369416	0.0000	nan
55863	-0.0453	0.9090
84233	1.1390	0.2156
58487	-1.3407	0.1059
220388	-0.1258	0.9028
54843	-2.4617	0.0040
220047	14.2769	0.2722
8301	-0.0509	0.9542
107984426	0.0000	nan
8726	-0.8670	0.1273
102465452	-21.4809	0.1880
51501	0.2856	0.2403
105369421	-15.8942	0.3066
60494	-0.2236	0.8453
10873	-0.7203	0.4630
107984427	-1.1859	0.0747
102724775	-17.3059	0.0039
11098	-1.1747	0.1432
8587	-16.4544	0.3876
112268086	-2.5053	0.0292
107984429	-16.7490	0.0371
107984428	-1.2727	0.0903
8322	-0.8873	0.3715
100506368	-4.2647	0.0443
105369422	-15.6298	0.1577
65084	-0.6667	0.2928
107984361	-2.6513	0.2572
105369423	0.0000	nan
23682	0.4395	0.5760
100423040	0.0000	nan
1075	-0.0877	0.9372
101929174	-0.4095	0.5878
2915	-1.6721	0.1011
100873989	-15.1609	0.1602
107984363	-15.3943	0.2514
7299	-12.6076	0.4950
50507	-2.0995	0.3128
219595	15.4902	0.2722
390231	0.0000	nan
57093	0.0000	nan
105369176	0.0000	nan
642446	0.0000	nan
399939	0.0000	nan
729384	0.0000	nan
120146	0.0000	nan
399940	0.0000	nan
642569	3.3884	0.3172
642612	0.0000	nan
642623	0.0000	nan
10003	-2.2593	0.2870
26973	-0.0521	0.9536
101929222	0.0000	nan
100616186	0.0000	nan
100302228	0.0000	nan
105369427	0.0000	nan
107984371	0.0000	nan
105369428	0.0000	nan
105369429	0.0000	nan
120114	2.5656	0.2968
105369431	0.0000	nan
4544	0.0000	nan
120103	-0.3396	0.7114
112268080	0.0000	nan
159989	-17.0529	0.3046
56935	-1.3456	0.0265
85459	-0.7141	0.4278
619383	0.7583	0.5545
79101	0.7762	0.5311
684959	0.2278	0.8789
692063	0.6707	0.6537
692075	0.6606	0.6964
677792	-0.6234	0.5854
654320	0.5842	0.6423
692072	0.5368	0.7190
677805	-0.3231	0.7432
100302240	-0.4799	0.7161
677822	-1.1298	0.2518
28970	-1.2746	0.0593
9440	-0.6702	0.2827
387804	0.9671	0.1399
341208	-18.4038	0.3532
24145	-0.6283	0.1587
105369435	-1.2920	0.2048
390243	0.0000	nan
10888	2.1131	0.2034
4361	-0.6986	0.2901
100302275	-19.2671	0.3033
54851	-0.4015	0.3558
643037	0.0000	nan
2526	-0.5535	0.4625
105369438	-0.7122	0.2868
143689	-0.8469	0.1231
105369436	-13.7794	0.0664
154810	-1.0440	0.2378
107984376	-12.7508	0.2261
51503	0.7098	0.3257
55693	0.2613	0.3766
390245	-12.6486	0.4950
107984375	-14.5067	0.4950
10929	-0.0890	0.5492
23052	0.4432	0.6739
101929295	-1.4897	0.1642
143686	-1.3003	0.4773
100129203	-1.9812	0.0954
105369439	0.0000	nan
105369440	0.0000	nan
105369441	0.0000	nan
107984377	-14.9703	0.4950
143684	-0.2561	0.7932
9702	-0.3850	0.4677
8898	0.5848	0.5139
84441	-0.3680	0.6286
100422991	-2.8290	0.0145
79780	0.0035	0.9974
8690	-0.4429	0.4826
100874053	-14.5002	0.4950
105369443	0.0000	nan
105369448	0.0000	nan
105369450	0.0000	nan
105369451	0.0000	nan
105369452	14.2516	0.2722
105369453	0.0000	nan
105369454	0.0000	nan
105369455	17.4556	0.2722
53942	-1.5458	0.6103
107984430	0.0000	nan
107984431	0.0000	nan
105369456	15.0319	0.2722
100128386	-2.1450	0.1560
143872	-1.3069	0.4258
105369457	0.0000	nan
109616988	0.0000	nan
5241	-2.5917	0.2774
101054525	-16.0663	0.2219
105369458	3.8743	0.3026
7225	-6.7451	0.0687
100500823	0.0000	nan
253935	-1.0554	0.3594
57562	-1.7677	0.1447
85016	-0.4202	0.6156
10413	-1.2939	0.1212
105369460	-1.2693	0.5324
330	-0.0519	0.9571
329	0.1520	0.8825
114908	0.3934	0.7538
101928424	-2.3934	0.1605
102723838	0.0000	nan
4316	0.0000	nan
9313	14.8778	0.2722
101928477	-16.1566	0.3973
64066	-2.4021	0.2636
4317	-18.1101	0.0259
4319	2.0275	0.3869
100288077	-0.3918	0.8299
4312	-0.1208	0.9355
4314	2.8790	0.1765
4321	4.4262	0.2698
4322	0.5556	0.7033
84259	-0.6282	0.1664
79659	-0.6688	0.3297
105369463	3.2662	0.2068
102723862	1.3735	0.4926
100616457	0.0000	nan
105369464	-6.2221	0.0925
80310	-3.5832	0.1845
414301	-17.2425	0.1495
102723879	-16.7890	0.2729
102723895	0.0000	nan
105369466	0.0000	nan
107984380	-17.1272	0.2772
100506742	-19.6593	0.2668
643733	-1.1147	0.1843
837	0.7828	0.4943
838	-15.6504	0.0056
834	0.5916	0.6326
114769	0.6304	0.5955
107984381	0.0000	nan
440067	15.9362	0.2722
440068	-12.1532	0.2691
59082	0.0000	nan
105369469	0.0000	nan
105369468	0.0000	nan
2893	-1.2734	0.3468
84437	-0.6998	0.0662
143879	-2.0088	0.0534
60496	-0.2854	0.7418
105369473	0.0000	nan
101928535	0.6010	0.7830
105369474	-18.5236	0.3066
2977	-2.2827	0.1888
112268081	1.0163	0.6419
105369475	-17.2319	0.3862
105369477	-0.6518	0.5481
143884	0.3786	0.3572
91801	-0.6014	0.2655
55531	-17.7985	0.2207
112267904	0.0000	nan
6588	-17.9009	0.2684
54733	-0.1649	0.8331
54734	-12.9599	0.4950
8065	-0.4495	0.5534
38	-0.1732	0.7396
4863	-0.3614	0.6885
472	-0.8104	0.3490
160140	-0.1345	0.8640
143888	-0.7227	0.5961
112267909	-0.5332	0.6190
23086	-5.3713	0.4249
101928561	-1.8199	0.3739
1662	0.4148	0.0072
399947	-0.4604	0.7160
105369482	0.0000	nan
105369483	0.0000	nan
107984384	-13.6063	0.4950
105369484	4.6607	0.1795
85463	-0.6787	0.2934
5962	0.7672	0.5093
105369486	0.0000	nan
107984385	0.0000	nan
2230	-0.1274	0.6550
105369487	-2.4178	0.3845
57569	-2.3174	0.1658
105369488	-14.5318	0.4950
105369489	0.0000	nan
105369490	0.9971	0.5703
102723966	-15.5749	0.0502
341032	0.0000	nan
399948	2.3998	0.2599
120376	-1.1967	0.4116
105369491	0.0000	nan
100616330	0.0000	nan
5450	2.5852	0.2152
54766	-0.2804	0.8779
100132078	0.0000	nan
107984386	0.0000	nan
644277	0.0000	nan
728196	-16.8646	0.2691
407041	-17.4828	0.4950
407042	-17.5734	0.4950
399949	-3.1157	0.1545
143903	-0.4038	0.3950
23235	-1.0877	0.0603
5519	0.0449	0.9524
79796	0.1410	0.5953
91893	-0.9485	0.1490
64776	0.0464	0.9018
1410	-0.3097	0.6511
3316	-0.3469	0.6660
100528019	-0.7620	0.4030
91894	-1.7239	0.0997
85458	-0.9108	0.2962
1737	0.3988	0.5702
120379	1.0497	0.4772
55216	-0.2379	0.5733
26521	0.4669	0.4599
6392	0.1618	0.8234
3606	0.4992	0.7684
107987164	-15.5598	0.4950
56158	0.2875	0.8288
83875	-4.3329	0.0008
5805	0.2123	0.7098
349633	-17.0304	0.0430
100132686	-17.5790	0.0636
283140	-2.2455	0.0458
107984388	1.4371	0.2976
107984387	-3.5017	0.0356
107984389	-14.1531	0.2192
101928823	-17.4804	0.3699
387810	-14.1990	0.4950
105369496	0.0000	nan
105369498	0.0000	nan
101928847	-2.6169	0.4357
4684	-3.4024	0.4378
100288346	-1.8591	0.5397
54970	-0.2465	0.7299
255239	-4.6883	0.2182
1813	3.8981	0.3001
100422855	0.0000	nan
105369501	0.0000	nan
107984390	-1.3394	0.1863
80975	-1.4352	0.0368
9183	0.1792	0.1389
644672	0.0000	nan
57646	-0.4531	0.0621
9177	13.4932	0.2722
3359	0.0000	nan
7704	0.8597	0.6277
101928875	0.0000	nan
4837	-0.2619	0.8033
101928940	-17.1017	0.1248
107984391	-2.7005	0.1377
54494	-0.6763	0.2380
10179	-0.3680	0.5712
25996	-0.2784	0.1948
120406	-1.1230	0.4276
120400	-1.7802	0.5203
54827	-19.2344	0.4795
105369504	0.0000	nan
105369506	0.0000	nan
105369505	0.0000	nan
23705	-1.3413	0.0063
105369509	0.0000	nan
105369507	0.0000	nan
105369511	0.0000	nan
105369512	-15.4544	0.1083
101928985	0.0000	nan
283143	-1.5646	0.2199
107987165	-13.0764	0.4950
102724165	0.3535	0.8736
112268082	0.0000	nan
105369513	0.0000	nan
107984393	0.0000	nan
107987166	0.0000	nan
107984372	0.0000	nan
101929011	0.0000	nan
84811	-0.2870	0.6235
8882	0.3982	0.6139
116519	3.1607	0.3265
337	0.0000	nan
345	0.0000	nan
335	-16.2221	0.0028
104326055	-19.1193	0.0154
23387	-1.1501	0.0696
5049	0.1678	0.7501
51092	-0.7619	0.0883
100652768	-0.9922	0.0633
6876	-0.1358	0.8885
9159	0.4478	0.6854
257160	-0.5983	0.1747
23621	0.0739	0.9264
100379571	-0.4913	0.4874
22897	-0.8795	0.0471
57453	12.3151	0.2722
105369515	0.0000	nan
107984394	0.0000	nan
486	0.0000	nan
100533181	-14.1004	0.4950
53826	0.0234	0.9838
84000	0.0000	nan
3587	-11.4579	0.4950
100526771	-10.4447	0.4950
56649	-13.5927	0.4950
105369517	0.0000	nan
6330	-11.6518	0.4950
6327	0.0000	nan
120425	-12.6305	0.4950
196264	-0.6400	0.6331
10205	-13.2370	0.4950
916	0.0000	nan
915	0.0000	nan
917	17.9567	0.0196
9354	-0.1205	0.8504
100131626	0.2923	0.7843
10632	0.2313	0.4992
4297	-0.7288	0.3162
101929089	-1.9913	0.0241
143941	-3.0029	0.2797
84866	-1.0846	0.5031
56912	-0.5340	0.2427
372	1.1408	0.4080
23187	-1.5129	0.1401
102466719	-1.9449	0.0999
11181	-0.4609	0.4853
105369519	-12.6022	0.4950
1656	-0.7149	0.2817
643	-0.9309	0.0639
283149	-2.1057	0.0096
100616376	-21.8429	0.1987
7379	1.2057	0.5293
283150	-12.7414	0.4950
107984396	-1.8455	0.0415
338657	0.5500	0.0700
649946	-2.7574	0.0477
6230	0.1814	0.7686
51399	-0.2422	0.4635
2542	-0.2185	0.6893
10525	0.3474	0.5035
55823	0.1386	0.6749
3145	-0.5303	0.2754
3014	0.9428	0.2393
1798	0.2476	0.2208
107984397	-1.2817	0.2841
9854	-1.6623	0.0544
25988	-0.5870	0.2616
64137	-1.6047	0.4946
79671	-0.7705	0.2283
79849	-12.2735	0.4950
283152	1.1682	0.4854
109623467	0.0000	nan
867	0.1601	0.8934
4162	0.9847	0.2377
102465453	0.0000	nan
79102	-0.5389	0.1703
114902	-2.5943	0.3816
83552	-2.5943	0.3816
9099	-2.1365	0.1904
100499227	-19.6587	0.0033
7070	-1.5491	0.2580
107984398	-3.7342	0.1684
105369520	0.0000	nan
5818	-1.2318	0.1909
105369525	0.0000	nan
102724301	-1.6333	0.3154
105369526	0.0000	nan
105369528	0.0000	nan
105369527	20.0184	0.2722
105378956	0.0000	nan
23650	0.7388	0.6429
105369529	-13.9129	0.4950
107984399	0.0000	nan
105369530	0.0000	nan
220323	0.3330	0.6677
25833	2.2214	0.3710
649133	0.0000	nan
105369531	0.0000	nan
219902	-0.5000	0.3647
23365	-0.3099	0.7415
2900	-15.1423	0.0333
107984400	4.5587	0.2902
105369532	-17.6252	0.0502
101929227	11.6048	0.2722
101929208	0.0000	nan
219899	-0.8990	0.1823
7007	-0.4609	0.5820
105369533	0.0000	nan
105369534	0.0000	nan
6309	-0.4731	0.6722
105369536	11.2143	0.2722
6653	-0.6505	0.7652
105369535	0.0000	nan
107984402	-0.4716	0.8203
399959	1.1285	0.3841
406911	-1.2630	0.3865
414899	-1.0574	0.3041
406882	3.1810	0.3256
113218492	-19.9387	0.3033
406892	0.0000	nan
100189294	0.0000	nan
84959	-0.1599	0.9172
56253	-16.2942	0.2821
79864	-1.4871	0.0548
390259	0.0000	nan
341056	-0.1491	0.4530
3312	0.7681	0.0564
85391	-2.1163	0.0831
85390	-1.2528	0.0060
85389	-0.0695	0.9526
101929289	-2.0285	0.1623
79827	0.2141	0.8083
105369540	0.0000	nan
105369539	0.0000	nan
105369541	14.9762	0.2722
57476	-0.2768	0.8234
100616319	0.0000	nan
55800	-0.6881	0.4933
105369543	-13.2621	0.2192
7753	-0.9494	0.0731
390260	0.0000	nan
105369544	0.0000	nan
390261	0.0000	nan
338661	0.0000	nan
338662	0.0000	nan
219875	0.0000	nan
219874	0.0000	nan
219873	0.0000	nan
79490	0.0000	nan
390264	0.0000	nan
219870	0.0000	nan
219869	0.0000	nan
390265	0.0000	nan
107984403	0.0000	nan
105369545	0.0000	nan
4013	-1.1324	0.1530
26497	0.0000	nan
102724410	16.0858	0.2722
26492	0.0000	nan
112267863	0.0000	nan
26494	0.0000	nan
219865	0.0000	nan
283159	0.0000	nan
112268069	0.0000	nan
283160	0.0000	nan
26595	0.0000	nan
390271	0.0000	nan
107984404	0.0000	nan
283162	0.0000	nan
26493	0.0000	nan
219858	0.0000	nan
390275	0.0000	nan
116337	0.0000	nan
84897	-0.6635	0.1001
54414	-0.6442	0.3519
53340	1.2286	0.0042
107984405	0.0000	nan
4900	1.8332	0.4493
23584	-13.3412	0.4950
90952	-2.1010	0.0994
101929340	-2.9510	0.0230
79684	-0.4324	0.5570
100507283	-1.0564	0.1057
64221	-0.1828	0.8342
54538	0.0215	0.9804
107984406	-0.4595	0.7224
220296	-13.8125	0.3065
641654	-15.2037	0.3065
105369547	-0.5692	0.6533
80071	0.2479	0.8429
219855	1.1264	0.0221
219854	-0.9025	0.0122
103695364	0.0000	nan
63876	-2.5382	0.1613
105369549	-14.2251	0.4950
9638	-0.5753	0.0765
403312	-0.9793	0.3190
105369550	1.2475	0.2777
9538	-0.0008	0.9974
3703	0.4390	0.0630
1111	1.3307	0.3062
56	0.9026	0.6274
105369551	14.6842	0.2722
160065	0.0000	nan
399967	-14.5102	0.4950
100169851	-13.5146	0.3033
105369552	-0.0971	0.9554
399968	-14.2567	0.4950
219844	0.2189	0.7163
83480	0.7882	0.2538
29118	-0.8808	0.6990
338667	-13.9882	0.1081
50937	-1.5177	0.0833
107984407	0.0000	nan
105369591	-1.0416	0.4878
84881	0.4074	0.3622
79607	0.3417	0.4163
6734	-0.3268	0.1917
55572	-0.5710	0.2137
114609	-1.4372	0.0488
105369557	-0.4200	0.5884
28960	0.0560	0.7896
399972	-0.7143	0.3740
6484	-0.3854	0.4262
84623	-0.8850	0.1269
101929427	-1.9820	0.0714
105369561	0.3519	0.8246
105369559	-0.5470	0.6191
100874251	0.9363	0.4638
100422918	19.1765	0.2722
105369558	0.5871	0.5632
283165	-14.4244	0.4950
101929473	0.0000	nan
105369562	0.0000	nan
107984379	0.0000	nan
101929497	0.0000	nan
107984373	0.0000	nan
107984374	0.0000	nan
105369563	-14.7692	0.0710
105369564	0.0000	nan
107984408	-14.4641	0.4950
2113	-0.1216	0.8968
102466104	1.7109	0.4705
101929517	0.0000	nan
105369565	-13.1991	0.4950
105369568	-13.6814	0.2372
101929538	-14.3083	0.4950
2313	-0.8692	0.1368
100507392	-0.5807	0.5441
3758	-3.5807	0.3644
107984409	-16.0284	0.4181
3762	-0.1775	0.9128
219833	-1.6666	0.2979
63970	-14.4168	0.1543
9743	-0.9482	0.1154
399975	1.4201	0.2552
105369571	0.0000	nan
105369572	0.0000	nan
8538	2.1860	0.4001
107984410	14.7390	0.2722
101929557	0.0000	nan
120224	0.8871	0.5820
4798	-1.0204	0.0402
56980	-1.3476	0.0949
440072	-3.2203	0.0815
107984432	0.2491	0.8782
334	-0.5214	0.6350
6768	-1.0974	0.5897
29068	-1.3463	0.0176
646383	-16.7485	0.2314
11095	-5.9115	0.2049
170689	-0.2223	0.8899
105369574	-15.3939	0.0243
102466873	0.0000	nan
283171	-13.4201	0.4950
105369575	-14.3220	0.4950
105369576	13.7149	0.2722
100507431	-14.3703	0.4950
103611081	-0.6635	0.0761
399979	-0.7869	0.0360
105369577	0.0000	nan
107984411	-12.5248	0.2192
105369579	-12.4498	0.4950
105369578	-13.7229	0.3033
107984412	18.2514	0.2722
50863	-1.8680	0.4235
101929653	4.0039	0.1277
101929637	-14.4700	0.4950
107984413	-4.5513	0.4461
100874281	17.8213	0.2722
4978	-3.9785	0.4268
105369580	0.0000	nan
646522	0.0000	nan
219938	0.0000	nan
283174	-2.4420	0.2502
100616119	1.7464	0.4641
22997	-15.6718	0.0605
107984414	0.0000	nan
100128239	-1.5711	0.1927
83700	-0.1330	0.5760
107984040	-14.6938	0.2691
23310	-0.0413	0.9284
109623486	1.1923	0.3203
112936	-0.8306	0.1634
29087	0.5400	0.5831
27034	-0.6267	0.1673
112937	3.6925	0.2242
89944	3.0887	0.3299
27087	0.0000	nan
283177	15.6183	0.2722
105369583	-11.6659	0.4950
105369584	0.0000	nan
729305	-13.1364	0.4950
105369586	-15.7421	0.3033
100507548	0.0000	nan
105369588	0.0000	nan
105369587	0.0000	nan
105369589	0.0000	nan
107987373	0.2978	0.7775
107987374	-16.2896	0.2354
107987375	-12.8140	0.4950
112267876	5.2631	0.2827
102724852	4.8473	0.2865
100288778	-0.9104	0.3646
107987170	-16.0991	0.0028
677784	16.0920	0.2722
440073	-11.8248	0.4950
105369593	0.0000	nan
574538	0.0000	nan
105369592	4.1606	0.2965
6539	0.0000	nan
101929384	0.0000	nan
6540	0.0000	nan
102723544	0.0000	nan
5927	-0.4603	0.0379
84318	0.0205	0.8685
105369594	1.4063	0.3576
283358	-13.7528	0.2372
4815	-0.1089	0.8521
105369595	-14.7634	0.4950
100049716	-0.5007	0.5150
105369597	0.0000	nan
101929432	0.0000	nan
65125	-0.3827	0.6606
5893	-0.4247	0.2842
23085	-0.0423	0.9470
107987182	3.6670	0.3054
100292680	-0.7055	0.1521
107984507	-1.9644	0.1357
81029	-0.5776	0.1722
144699	-0.7053	0.1044
100500816	-2.6333	0.3112
79602	-1.1521	0.0028
93589	-0.9385	0.2081
105369602	-15.4962	0.3033
105369601	0.8672	0.6389
654429	15.4752	0.2722
112268103	0.0000	nan
100271702	0.0000	nan
196513	0.1772	0.5070
775	-2.4728	0.0300
107984540	2.8080	0.3361
100874369	-16.4814	0.3065
107984131	0.4409	0.7093
100874234	-16.9474	0.3862
100874370	-15.1264	0.4950
100874235	-2.1293	0.0341
100652846	-1.9237	0.0468
107984539	-2.5142	0.0601
283440	-2.3037	0.0131
2288	0.0842	0.8022
55846	-0.2830	0.0549
83714	-1.9027	0.0335
101929469	-2.9597	0.0412
2305	1.2971	0.3091
83695	0.4260	0.0410
7289	-0.1786	0.6318
7004	-0.3536	0.6861
10867	-3.1041	0.0137
105369606	-2.6584	0.3637
100128253	-1.9929	0.4715
101930162	0.0000	nan
56341	-12.2569	0.4950
105369607	0.0000	nan
100129223	0.0000	nan
84766	-2.4331	0.0980
107984495	-2.7931	0.2624
57097	-0.2841	0.7482
105369609	-16.6228	0.0792
105369608	15.4806	0.2722
105369611	-15.5091	0.4950
105369612	0.0000	nan
103752584	-2.4064	0.0024
894	-0.8261	0.2870
57103	-1.6498	0.0217
8074	0.0000	nan
2251	0.0000	nan
57102	-0.2050	0.7475
10635	3.0162	0.2841
8798	0.9224	0.3215
10566	-0.7175	0.3971
4704	0.5491	0.2132
101929549	-15.4069	0.3033
26290	-0.0975	0.9552
105369614	-12.6022	0.4950
3742	1.9740	0.4276
3736	0.0000	nan
100507560	0.0000	nan
3741	-12.3684	0.4950
105369617	-1.3446	0.6132
105369616	0.0000	nan
101929584	0.0000	nan
105369618	-3.3307	0.5158
4908	-2.8666	0.2194
57101	-3.5098	0.4592
105369621	-11.3687	0.4950
7450	-17.1351	0.2641
109729112	0.0000	nan
105369623	-16.4595	0.3065
105369622	0.0000	nan
928	-1.5972	0.5232
105369625	-14.9684	0.3065
105369624	0.0000	nan
55200	-0.9778	0.3001
7132	-0.6118	0.2857
112268088	-16.7158	0.0151
6337	-3.0254	0.0308
107984500	-0.6199	0.7442
105369626	-15.6587	0.2261
4055	-1.7967	0.0556
678655	-1.1637	0.0457
939	-3.1181	0.0287
55080	-0.0614	0.9426
6843	-1.7934	0.1164
51258	0.8474	0.0807
9918	0.0657	0.7557
692148	2.4878	0.3584
112268089	1.2778	0.0019
2597	0.6816	0.3581
25900	-2.3504	0.1399
4839	-0.3160	0.3122
1108	-0.1825	0.6852
677780	1.3888	0.5389
105369631	0.0000	nan
57121	0.0000	nan
84519	-2.6023	0.0274
51147	-0.7209	0.4835
171017	-0.8046	0.0252
196500	1.1934	0.0680
50813	-0.0821	0.6083
8079	-0.0997	0.7766
5763	-0.2498	0.5228
3902	-0.7936	0.2258
920	-3.1219	0.1020
27239	-1.5225	0.0768
10536	-1.8518	0.0669
2784	-2.7184	0.0167
83461	1.9411	0.2718
8078	-0.0183	0.9724
7167	-0.4059	0.5885
84727	-0.8917	0.2471
105369632	0.3470	0.7533
283345	0.1068	0.9232
171220	0.4533	0.2518
10233	-0.1722	0.8467
2026	-1.5743	0.0338
1822	-1.9451	0.0776
113246	0.2236	0.8404
100147744	-2.7764	0.0541
5777	1.3605	0.2526
105369634	0.0000	nan
105369635	0.0000	nan
406985	0.0000	nan
406933	0.0000	nan
11331	0.4179	0.6708
677777	-1.1685	0.2566
10436	-0.3879	0.4048
10162	-0.4424	0.3059
716	-2.3763	0.0176
715	-2.2772	0.0775
51279	-1.2075	0.1476
283314	-2.4993	0.0252
83758	-3.1871	0.0557
9746	-2.6471	0.0692
5830	-1.0645	0.0511
341392	-14.6694	0.2691
283316	0.3093	0.6899
101927882	-13.9758	0.4950
9332	-0.9348	0.4970
339	15.7602	0.2722
9573	0.0000	nan
359787	0.0000	nan
170482	-13.0720	0.4950
360030	18.4913	0.2722
79923	-0.0240	0.9814
144195	0.3699	0.5646
6515	-0.2557	0.5721
55810	-0.7214	0.2047
719	0.6351	0.6729
25977	-0.7548	0.0234
50856	-1.3673	0.1299
642559	-18.6700	0.0366
440077	-1.2900	0.4401
440078	-2.3083	0.0398
55138	-2.0187	0.0517
653113	-0.0790	0.9220
101927905	-0.6657	0.2295
112268090	-1.9132	0.0399
107987171	0.0000	nan
389634	-16.4867	0.2192
101927966	-1.2199	0.5350
93978	0.0000	nan
338339	0.0000	nan
26253	0.0000	nan
105369645	0.0000	nan
57379	-1.2329	0.4143
8076	-1.9912	0.3268
57494	-1.1635	0.0993
144568	-0.6123	0.4719
1911	-0.8823	0.0305
4074	-0.2312	0.4407
10219	0.1525	0.7930
253128	-1.9895	0.1652
144571	-0.0276	0.9838
2	-8.7365	0.2669
5858	-14.2696	0.2193
3	0.0000	nan
100422872	1.5350	0.4399
100499405	0.9306	0.1329
642846	-0.1540	0.8772
107984489	0.1492	0.9279
105369649	0.0000	nan
101930452	1.8490	0.2331
101928030	0.0000	nan
728715	2.7102	0.3439
105369647	-14.0869	0.4950
107987172	18.7389	0.2722
440081	0.4664	0.6593
105376678	-17.5032	0.2255
408186	-0.1562	0.9027
3820	3.3485	0.1787
107987174	3.1958	0.3250
374443	-1.3539	0.2564
105369728	-15.8577	0.2192
29121	-0.2064	0.8126
105369652	-13.6040	0.4950
160365	-14.1536	0.4950
969	-15.6118	0.2219
51348	-1.3177	0.3933
9976	-2.1162	0.0801
100431172	-3.0644	0.3504
387836	-4.2120	0.3188
100506159	-5.7651	0.3558
400002	-4.0286	0.2261
160364	-5.6257	0.1673
51266	-5.4898	0.2584
387837	-6.4561	0.2784
102724020	-4.0932	0.2344
112268091	-21.5391	0.2705
283420	0.0000	nan
51267	-2.5214	0.2274
105369655	0.0000	nan
64581	0.0000	nan
4973	0.2341	0.8670
120939	1.4509	0.2738
107984509	0.0000	nan
23710	-1.4875	0.0423
3824	-1.8764	0.2105
105369656	-15.8409	0.2192
113523642	-16.3392	0.3065
101928100	-2.4711	0.2489
100528032	-2.0422	0.2300
22914	-1.7427	0.1665
8302	-16.3541	0.4950
3823	-15.0505	0.4950
3822	-13.6213	0.4950
